PID   USER     TIME  COMMAND
    1 root      0:00 bash /init
  193 root      0:00 [irq/287-arm-smm]
  194 root      0:00 [diag_real_time_]
  195 root      0:00 [diag_wq]
  197 root      0:00 [DIAG_USB_diag]
  198 root      0:00 [diag_cntl_wq]
  199 root      0:00 [diag_dci_wq]
  200 root      0:00 [MODEM_CNTL]
  201 root      0:00 [MODEM_DATA]
  202 root      0:00 [MODEM_CMD]
  203 root      0:00 [MODEM_DCI]
  204 root      0:00 [MODEM_DCI_CMD]
  205 root      0:00 [LPASS_CNTL]
  206 root      0:00 [LPASS_DATA]
  207 root      0:00 [LPASS_CMD]
  208 root      0:00 [LPASS_DCI]
  209 root      0:00 [LPASS_DCI_CMD]
  210 root      0:00 [WCNSS_CNTL]
  211 root      0:00 [WCNSS_DATA]
  212 root      0:00 [WCNSS_CMD]
  213 root      0:00 [WCNSS_DCI]
  214 root      0:00 [WCNSS_DCI_CMD]
  215 root      0:00 [SENSORS_CNTL]
  216 root      0:00 [SENSORS_DATA]
  217 root      0:00 [SENSORS_CMD]
  218 root      0:00 [SENSORS_DCI]
  219 root      0:00 [SENSORS_DCI_CMD]
  220 root      0:00 [DIAG_CTRL]
  221 root      0:00 [DIAG_DATA]
  222 root      0:00 [DIAG_CMD]
  223 root      0:00 [DIAG_DCI_DATA]
  224 root      0:00 [DIAG_DCI_CMD]
  225 root      0:00 [CDSP_CNTL]
  226 root      0:00 [CDSP_DATA]
  227 root      0:00 [CDSP_CMD]
  228 root      0:00 [CDSP_DCI]
  229 root      0:00 [CDSP_DCI_CMD]
  230 root      0:00 [NPU_CNTL]
  231 root      0:00 [NPU_DATA]
  232 root      0:00 [NPU_CMD]
  233 root      0:00 [NPU_DCI]
  234 root      0:00 [NPU_DCI_CMD]
  235 root      0:00 [DIAG_RPMSG_APPS]
  236 root      0:00 [DIAG_RPMSG_APPS]
  237 root      0:00 [kworker/u16:2]
  238 root      0:00 [DIAG_RPMSG_DIAG]
  239 root      0:00 [DIAG_RPMSG_DIAG]
  240 root      0:00 [DIAG_RPMSG_DIAG]
  241 root      0:00 [DIAG_RPMSG_DIAG]
  242 root      0:00 [DIAG_RPMSG_DIAG]
  243 root      0:00 [DIAG_RPMSG_DIAG]
  244 root      0:00 [DIAG_RPMSG_DIAG]
  245 root      0:00 [DIAG_RPMSG_DIAG]
  246 root      0:00 [kworker/u16:3]
  247 root      0:00 [mykthread]
  248 root      0:00 [kworker/u16:4]
  249 root      0:00 [kworker/u16:5]
  250 root      0:00 [kworker/u16:6]
  252 root      0:00 [irq/284-arm-smm]
  253 root      0:00 [irq/288-arm-smm]
  254 root      0:00 [irq/138-esd_err]
  255 root      0:00 [crtc_commit:100]
  256 root      0:00 [crtc_event:100]
  257 root      0:00 [crtc_commit:137]
  258 root      0:00 [crtc_event:137]
  259 root      0:00 [pp_event]
  260 root      0:00 [kgsl-workqueue]
  261 root      0:00 [kgsl-mementry]
  262 root      0:00 [kgsl_worker_thr]
  263 root      0:00 [irq/271-arm-smm]
  264 root      0:00 [irq/272-arm-smm]
  265 root      0:00 [kgsl-events]
  266 root      0:00 [kgsl_devfreq_wq]
  267 root      0:00 [qseecom-unreg-l]
  268 root      0:00 [qseecom-unload-]
  269 root      0:00 [memory_wq]
  270 root      0:00 [irq/379-ant-swi]
  271 root      0:00 [irq/192-ant-div]
  272 root      0:00 [irq/289-arm-smm]
  273 root      0:00 [qcrypto_seq_res]
  274 root      0:00 [irq/290-arm-smm]
  296 root      0:00 [scsi_eh_0]
  297 root      0:00 [scsi_tmf_0]
  298 root      0:00 [ufs_pm_qos_0]
  299 root      0:00 [ufs_clk_gating_]
  300 root      0:00 [ufs_clkscaling_]
  301 root      0:00 [kworker/u16:9]
  302 root      0:00 [spi0]
  303 root      0:00 [bond0]
  309 root      0:00 [uether]
  310 root      0:00 [k_ipa_usb]
  313 root      0:00 [irq/281-arm-smm]
  314 root      0:00 [fts_wq]
  315 root      0:00 [kworker/u16:10]
  316 root      0:00 [kworker/u16:11]
  321 root      0:00 [irq/182-fts_ts]
  322 root      0:00 [rot_commitq_0_0]
  323 root      0:00 [rot_commitq_0_1]
  324 root      0:00 [rot_doneq_0_0]
  325 root      0:00 [rot_doneq_0_1]
  326 root      0:00 [rot_fenceq_0_0]
  327 root      0:00 [rot_fenceq_0_1]
  328 root      0:00 [rot_fenceq_0_2]
  329 root      0:00 [rot_fenceq_0_3]
  330 root      0:00 [rot_fenceq_0_4]
  331 root      0:00 [rot_fenceq_0_5]
  332 root      0:00 [rot_fenceq_0_6]
  333 root      0:00 [rot_fenceq_0_7]
  334 root      0:00 [rot_fenceq_0_8]
  335 root      0:00 [rot_fenceq_0_9]
  336 root      0:00 [rot_fenceq_0_10]
  337 root      0:00 [rot_fenceq_0_11]
  338 root      0:00 [rot_fenceq_0_12]
  339 root      0:00 [rot_fenceq_0_13]
  340 root      0:00 [rot_fenceq_0_14]
  341 root      0:00 [rot_fenceq_0_15]
  342 root      0:00 [msm_vidc_worker]
  343 root      0:00 [pm_workerq_venu]
  344 root      0:00 [irq/291-arm-smm]
  345 root      0:00 [irq/292-arm-smm]
  346 root      0:00 [irq/293-arm-smm]
  347 root      0:00 [irq/294-arm-smm]
  348 root      0:00 [cam-cpas]
  349 root      0:00 [qcom,cam_virtua]
  350 root      0:00 [irq/295-arm-smm]
  351 root      0:00 [qcom,cam170-cpa]
  352 root      0:00 [irq/296-arm-smm]
  353 root      0:00 [cam_cci_wq]
  354 root      0:00 [cam_cci_wq]
  355 root      0:00 [irq/297-arm-smm]
  356 root      0:00 [irq/298-arm-smm]
  357 root      0:00 [irq/299-arm-smm]
  358 root      0:00 [irq/144-bq2597x]
  359 root      0:00 [kworker/7:3]
  360 root      0:00 [irq/57-qcom,tem]
  361 root      0:00 [irq/64-qcom,tem]
  362 root      0:00 [irq/360-limits_]
  363 root      0:00 [kworker/0:1H]
  364 root      0:00 [irq/361-limits_]
  365 root      0:00 [kworker/6:1H]
  366 root      0:00 [irq/54-bcl-lvl0]
  367 root      0:00 [irq/55-bcl-lvl1]
  368 root      0:00 [irq/56-bcl-lvl2]
  369 root      0:00 [irq/65-bcl-lvl0]
  370 root      0:00 [irq/66-bcl-lvl1]
  371 root      0:00 [irq/67-bcl-lvl2]
  372 root      0:00 [dm_bufio_cache]
  373 root      0:00 [irq/29-KRYO L3-]
  374 root      0:00 [mmc_clk_gate/mm]
  375 root      0:00 [mmc_clk_gate/mm]
  376 root      0:00 [irq/35-8804000.]
  377 root      0:00 [irq/34-mmc0]
  378 root      0:00 [irq/200-8804000]
  379 root      0:00 [irq/300-arm-smm]
  380 root      0:00 [uaudio_svc]
  381 root      0:00 [apr_driver]
  383 root      0:00 [ipv6_addrconf]
  393 root      0:00 [irq/385-qg-vbat]
  394 root      0:00 [irq/386-qg-vbat]
  395 root      0:00 [irq/387-qg-fifo]
  396 root      0:00 [irq/388-qg-good]
  397 root      0:00 [irq/389-chgr-er]
  398 root      0:00 [irq/390-chg-sta]
  399 root      0:00 [irq/397-otg-fai]
  400 root      0:00 [kworker/6:4]
  401 root      0:00 [irq/401-high-du]
  402 root      0:00 [irq/402-input-c]
  404 root      0:00 [irq/404-switche]
  406 root      0:00 [irq/405-bat-tem]
  407 root      0:00 [irq/406-bat-ov]
  408 root      0:00 [irq/407-bat-low]
  409 root      0:00 [irq/408-bat-the]
  410 root      0:00 [irq/409-bat-ter]
  411 root      0:00 [irq/412-usbin-c]
  412 root      0:00 [irq/413-usbin-v]
  413 root      0:00 [irq/414-usbin-u]
  414 root      0:00 [irq/415-usbin-o]
  415 root      0:00 [irq/416-usbin-p]
  416 root      0:00 [irq/418-usbin-s]
  417 root      0:00 [irq/419-usbin-i]
  418 root      0:00 [irq/421-dcin-uv]
  419 root      0:00 [irq/422-dcin-ov]
  420 root      0:00 [irq/423-dcin-pl]
  421 root      0:00 [irq/425-dcin-po]
  422 root      0:00 [irq/426-dcin-en]
  423 root      0:00 [irq/427-typec-o]
  424 root      0:00 [irq/429-typec-c]
  425 root      0:00 [irq/430-typec-v]
  426 root      0:00 [irq/432-typec-a]
  427 root      0:00 [kworker/1:2]
  428 root      0:00 [irq/433-typec-l]
  429 root      0:00 [irq/435-wdog-sn]
  430 root      0:00 [irq/436-wdog-ba]
  431 root      0:00 [irq/438-aicl-do]
  432 root      0:00 [irq/439-smb-en]
  433 root      0:00 [irq/441-temp-ch]
  434 root      0:00 [irq/443-sdam-st]
  435 root      0:00 [irq/45-thr-int-]
  436 root      0:00 [irq/69-thr-int-]
  443 root      0:00 [irq/46-sig-tx]
  444 root      0:00 [irq/47-sig-rx]
  445 root      0:00 [irq/251-pwr_eve]
  446 root      0:00 [irq/250-dp_hs_p]
  447 root      0:00 [irq/253-dm_hs_p]
  448 root      0:00 [irq/252-ss_phy_]
  449 root      0:00 [irq/301-arm-smm]
  450 root      0:00 [usb_bam_wq]
  451 root      0:00 [core_ctl/0]
  452 root      0:00 [core_ctl/6]
  457 root      0:00 [rq_stats]
  458 root      0:00 [msm_perf:events]
  459 root      0:00 [irq/302-arm-smm]
  460 root      0:00 [irq/303-arm-smm]
  461 root      0:00 [irq/304-arm-smm]
  462 root      0:00 [irq/305-arm-smm]
  463 root      0:00 [irq/306-arm-smm]
  464 root      0:00 [irq/307-arm-smm]
  465 root      0:00 [irq/308-arm-smm]
  466 root      0:00 [kworker/1:3]
  467 root      0:00 [irq/309-arm-smm]
  468 root      0:00 [irq/310-arm-smm]
  469 root      0:00 [irq/311-arm-smm]
  470 root      0:00 [irq/312-arm-smm]
  471 root      0:00 [drm_dp]
  473 root      0:00 [sb-3]
  474 root      0:00 [ngd_rx_thread3]
  475 root      0:00 [ngd_notify_sl3]
  476 root      0:00 [irq/85-qpnp_fla]
  477 root      0:00 [irq/84-qpnp_fla]
  478 root      0:00 [irq/83-qpnp_fla]
  484 root      0:00 [mmcqd/0]
  491 root      0:00 [kworker/0:3]
  492 root      0:00 [kworker/0:4]
  612 root      0:00 ps -A
