PID   USER     TIME  COMMAND
    1 root      0:00 bash /init
  191 root      0:00 [hwrng]
  193 root      0:00 [diag_real_time_]
  194 root      0:00 [diag_wq]
  196 root      0:00 [DIAG_USB_diag]
  197 root      0:00 [diag_cntl_wq]
  198 root      0:00 [diag_dci_wq]
  199 root      0:00 [MODEM_CNTL]
  200 root      0:00 [MODEM_DATA]
  201 root      0:00 [MODEM_CMD]
  202 root      0:00 [MODEM_DCI]
  203 root      0:00 [MODEM_DCI_CMD]
  204 root      0:00 [LPASS_CNTL]
  205 root      0:00 [LPASS_DATA]
  206 root      0:00 [LPASS_CMD]
  207 root      0:00 [LPASS_DCI]
  208 root      0:00 [LPASS_DCI_CMD]
  209 root      0:00 [WCNSS_CNTL]
  210 root      0:00 [WCNSS_DATA]
  211 root      0:00 [WCNSS_CMD]
  212 root      0:00 [WCNSS_DCI]
  213 root      0:00 [WCNSS_DCI_CMD]
  214 root      0:00 [SENSORS_CNTL]
  215 root      0:00 [SENSORS_DATA]
  216 root      0:00 [SENSORS_CMD]
  217 root      0:00 [SENSORS_DCI]
  218 root      0:00 [SENSORS_DCI_CMD]
  219 root      0:00 [DIAG_CTRL]
  220 root      0:00 [DIAG_DATA]
  221 root      0:00 [DIAG_CMD]
  222 root      0:00 [DIAG_DCI_DATA]
  223 root      0:00 [DIAG_DCI_CMD]
  224 root      0:00 [CDSP_CNTL]
  225 root      0:00 [CDSP_DATA]
  226 root      0:00 [CDSP_CMD]
  227 root      0:00 [CDSP_DCI]
  228 root      0:00 [CDSP_DCI_CMD]
  229 root      0:00 [NPU_CNTL]
  230 root      0:00 [NPU_DATA]
  231 root      0:00 [NPU_CMD]
  232 root      0:00 [NPU_DCI]
  233 root      0:00 [NPU_DCI_CMD]
  234 root      0:00 [DIAG_RPMSG_APPS]
  235 root      0:00 [DIAG_RPMSG_APPS]
  236 root      0:00 [DIAG_RPMSG_DIAG]
  237 root      0:00 [DIAG_RPMSG_DIAG]
  238 root      0:00 [DIAG_RPMSG_DIAG]
  239 root      0:00 [DIAG_RPMSG_DIAG]
  240 root      0:00 [DIAG_RPMSG_DIAG]
  241 root      0:00 [DIAG_RPMSG_DIAG]
  242 root      0:00 [DIAG_RPMSG_DIAG]
  243 root      0:00 [DIAG_RPMSG_DIAG]
  244 root      0:00 [kgsl-workqueue]
  245 root      0:00 [kworker/u16:2]
  246 root      0:00 [kgsl-mementry]
  248 root      0:00 [kgsl_worker_thr]
  250 root      0:00 [irq/99-arm-smmu]
  251 root      0:00 [irq/69-arm-smmu]
  252 root      0:00 [irq/100-arm-smm]
  253 root      0:00 [irq/101-arm-smm]
  254 root      0:00 [kgsl-events]
  255 root      0:00 [kgsl_devfreq_wq]
  256 root      0:00 [qseecom-unreg-l]
  257 root      0:00 [qseecom-unload-]
  258 root      0:00 [irq/115-arm-smm]
  259 root      0:00 [qcrypto_seq_res]
  260 root      0:00 [irq/116-arm-smm]
  281 root      0:00 [bond0]
  282 root      0:00 [scsi_eh_0]
  284 root      0:00 [scsi_tmf_0]
  285 root      0:00 [ufs_clk_gating_]
  291 root      0:00 [uether]
  292 root      0:00 [k_ipa_usb]
  295 root      0:00 [irq/108-arm-smm]
  297 root      0:00 [msm_vidc_worker]
  298 root      0:00 [pm_workerq_venu]
  299 root      0:00 [irq/117-arm-smm]
  300 root      0:00 [irq/118-arm-smm]
  301 root      0:00 [irq/119-arm-smm]
  302 root      0:00 [irq/120-arm-smm]
  305 root      0:00 [irq/121-arm-smm]
  306 root      0:00 [kworker/u16:7]
  308 root      0:00 [kworker/0:1H]
  309 root      0:00 [kworker/u16:8]
  314 root      0:00 [akm09970_poll_w]
  315 root      0:00 [irq/348-i2c_pmi]
  316 root      0:00 [cam-cpas]
  317 root      0:00 [qcom,cam_virtua]
  318 root      0:00 [irq/122-arm-smm]
  319 root      0:00 [qcom,cam170-cpa]
  320 root      0:00 [irq/123-arm-smm]
  321 root      0:00 [cam_cci_wq]
  322 root      0:00 [cam_cci_wq]
  323 root      0:00 [cam_cci_wq]
  324 root      0:00 [cam_cci_wq]
  325 root      0:00 [irq/124-arm-smm]
  326 root      0:00 [irq/125-arm-smm]
  327 root      0:00 [irq/126-arm-smm]
  328 root      0:00 [irq/127-arm-smm]
  329 root      0:00 [irq/345-qcom,te]
  330 root      0:00 [irq/352-qcom,te]
  331 root      0:00 [irq/384-limits_]
  332 root      0:00 [irq/385-limits_]
  333 root      0:00 [kworker/6:1H]
  334 root      0:00 [irq/342-bcl-lvl]
  335 root      0:00 [irq/343-bcl-lvl]
  336 root      0:00 [irq/344-bcl-lvl]
  337 root      0:00 [irq/353-bcl-lvl]
  338 root      0:00 [irq/354-bcl-lvl]
  339 root      0:00 [irq/355-bcl-lvl]
  340 root      0:00 [dm_bufio_cache]
  341 root      0:00 [irq/32-KRYO L3-]
  342 root      0:00 [irq/128-arm-smm]
  343 root      0:00 [uaudio_svc]
  344 root      0:00 [apr_driver]
  345 root      0:00 [irq/199-goodix_]
  347 root      0:00 [irq/251-tfa98xx]
  348 root      0:00 [ipv6_addrconf]
  357 root      0:00 [irq/405-qg-vbat]
  358 root      0:00 [irq/406-qg-vbat]
  359 root      0:00 [irq/407-qg-fifo]
  360 root      0:00 [irq/408-qg-good]
  361 root      0:00 [irq/409-chgr-er]
  362 root      0:00 [kworker/u17:1]
  364 root      0:00 [irq/410-chg-sta]
  365 root      0:00 [irq/417-otg-fai]
  366 root      0:00 [irq/421-high-du]
  367 root      0:00 [irq/422-input-c]
  368 root      0:00 [irq/424-switche]
  370 root      0:00 [irq/425-bat-tem]
  371 root      0:00 [irq/426-bat-ov]
  372 root      0:00 [irq/427-bat-low]
  373 root      0:00 [irq/428-bat-the]
  374 root      0:00 [irq/429-bat-ter]
  375 root      0:00 [irq/432-usbin-c]
  377 root      0:00 [irq/433-usbin-v]
  378 root      0:00 [irq/434-usbin-u]
  379 root      0:00 [irq/435-usbin-o]
  380 root      0:00 [irq/436-usbin-p]
  381 root      0:00 [irq/438-usbin-s]
  382 root      0:00 [irq/439-usbin-i]
  383 root      0:00 [irq/441-dcin-uv]
  384 root      0:00 [irq/442-dcin-ov]
  385 root      0:00 [irq/443-dcin-pl]
  386 root      0:00 [irq/445-dcin-po]
  387 root      0:00 [irq/446-dcin-en]
  388 root      0:00 [irq/447-typec-o]
  389 root      0:00 [irq/449-typec-c]
  390 root      0:00 [irq/450-typec-v]
  391 root      0:00 [irq/452-typec-a]
  392 root      0:00 [irq/453-typec-l]
  393 root      0:00 [irq/455-wdog-sn]
  394 root      0:00 [irq/456-wdog-ba]
  395 root      0:00 [irq/458-aicl-do]
  396 root      0:00 [irq/459-smb-en]
  397 root      0:00 [irq/461-temp-ch]
  398 root      0:00 [irq/463-sdam-st]
  399 root      0:00 [irq/333-thr-int]
  400 root      0:00 [irq/357-thr-int]
  407 root      0:00 [irq/334-sig-tx]
  408 root      0:00 [irq/335-sig-rx]
  409 root      0:00 [irq/375-pwr_eve]
  410 root      0:00 [irq/374-dp_hs_p]
  411 root      0:00 [irq/377-dm_hs_p]
  412 root      0:00 [irq/376-ss_phy_]
  413 root      0:00 [irq/129-arm-smm]
  414 root      0:00 [usb_bam_wq]
  415 root      0:00 [rq_stats]
  416 root      0:00 [irq/130-arm-smm]
  417 root      0:00 [irq/131-arm-smm]
  418 root      0:00 [irq/132-arm-smm]
  419 root      0:00 [irq/133-arm-smm]
  420 root      0:00 [irq/134-arm-smm]
  421 root      0:00 [irq/135-arm-smm]
  422 root      0:00 [irq/136-arm-smm]
  423 root      0:00 [irq/137-arm-smm]
  424 root      0:00 [irq/138-arm-smm]
  425 root      0:00 [irq/139-arm-smm]
  426 root      0:00 [irq/140-arm-smm]
  427 root      0:00 [irq/141-arm-smm]
  428 root      0:00 [irq/142-arm-smm]
  429 root      0:00 [drm_dp]
  430 root      0:00 [irq/110-arm-smm]
  431 root      0:00 [irq/143-arm-smm]
  432 root      0:00 [crtc_commit:111]
  433 root      0:00 [crtc_event:111]
  434 root      0:00 [crtc_commit:162]
  435 root      0:00 [crtc_event:162]
  436 root      0:00 [crtc_commit:170]
  437 root      0:00 [crtc_event:170]
  438 root      0:00 [crtc_commit:178]
  439 root      0:00 [crtc_event:178]
  440 root      0:00 [pp_event]
  441 root      0:00 [rot_commitq_0_0]
  442 root      0:00 [rot_commitq_0_1]
  443 root      0:00 [rot_doneq_0_0]
  444 root      0:00 [rot_doneq_0_1]
  445 root      0:00 [rot_fenceq_0_0]
  446 root      0:00 [rot_fenceq_0_1]
  447 root      0:00 [rot_fenceq_0_2]
  448 root      0:00 [rot_fenceq_0_3]
  449 root      0:00 [rot_fenceq_0_4]
  450 root      0:00 [rot_fenceq_0_5]
  451 root      0:00 [rot_fenceq_0_6]
  452 root      0:00 [rot_fenceq_0_7]
  453 root      0:00 [rot_fenceq_0_8]
  454 root      0:00 [rot_fenceq_0_9]
  455 root      0:00 [rot_fenceq_0_10]
  456 root      0:00 [rot_fenceq_0_11]
  457 root      0:00 [rot_fenceq_0_12]
  458 root      0:00 [rot_fenceq_0_13]
  459 root      0:00 [rot_fenceq_0_14]
  460 root      0:00 [rot_fenceq_0_15]
  461 root      0:00 [sb-3]
  462 root      0:00 [ngd_rx_thread3]
  463 root      0:00 [ngd_notify_sl3]
  464 root      0:00 [irq/372-qpnp_fl]
  465 root      0:00 [irq/371-qpnp_fl]
  466 root      0:00 [irq/370-qpnp_fl]
  477 root      0:00 [kworker/6:1]
  478 root      0:00 [kworker/1:1]
  479 root      0:00 [kworker/2:1]
  480 root      0:00 [kworker/3:1]
  481 root      0:00 [kworker/4:1]
  482 root      0:00 [kworker/5:1]
  483 root      0:00 [kworker/7:1]
  496 root      0:00 [kworker/0:0]
  522 root      0:00 [kworker/0:2]
  541 root      0:00 [kworker/0:1]
  557 root      0:00 [kworker/0:3]
  604 root      0:00 ps -A
