PID   USER     TIME  COMMAND
    1 root      0:00 bash /init
  114 root      0:00 [ipawq34]
  115 root      0:00 [iparepwq34]
  116 root      0:00 [ipa_rm_wq]
  117 root      0:00 [ipa_interrupt_w]
  118 root      0:00 [ipa_holb_wq]
  119 root      0:00 [irq/60-arm-smmu]
  120 root      0:00 [irq/57-arm-smmu]
  121 root      0:00 [irq/58-arm-smmu]
  162 root      0:00 [kswapd0:0]
  163 root      0:00 [ecryptfs-kthrea]
  200 root      0:00 [irq/225-wled_ov]
  201 root      0:00 [ad_calc_wq]
  202 root      0:00 [irq/105-arm-smm]
  203 root      0:00 [irq/106-arm-smm]
  204 root      0:00 [mdss_dsi_event]
  205 root      0:00 [mdss_dsi_dba]
  206 root      0:00 [irq/32-smp2p]
  207 root      0:00 [irq/33-smp2p]
  208 root      0:00 [irq/34-smp2p]
  209 root      0:00 [mem_share_svc]
  210 root      0:00 [irq/61-arm-smmu]
  211 root      0:00 [irq/211-qpnp_ha]
  212 root      0:00 [irq/210-qpnp_ha]
  213 root      0:00 [k_hsuart]
  214 root      0:00 [msm_serial_hs_0]
  215 root      0:00 [msm_serial_hs_0]
  216 root      0:00 [hwrng]
  218 root      0:00 [diag_real_time_]
  219 root      0:00 [diag_wq]
  220 root      0:00 [DIAG_USB_diag]
  221 root      0:00 [diag_cntl_wq]
  222 root      0:00 [diag_dci_wq]
  223 root      0:00 [MODEM_CNTL]
  224 root      0:00 [MODEM_DATA]
  225 root      0:00 [MODEM_CMD]
  226 root      0:00 [MODEM_DCI]
  227 root      0:00 [MODEM_DCI_CMD]
  228 root      0:00 [LPASS_CNTL]
  229 root      0:00 [LPASS_DATA]
  230 root      0:00 [LPASS_CMD]
  231 root      0:00 [LPASS_DCI]
  232 root      0:00 [LPASS_DCI_CMD]
  233 root      0:00 [WCNSS_CNTL]
  234 root      0:00 [WCNSS_DATA]
  235 root      0:00 [WCNSS_CMD]
  236 root      0:00 [WCNSS_DCI]
  237 root      0:00 [WCNSS_DCI_CMD]
  238 root      0:00 [SENSORS_CNTL]
  239 root      0:00 [SENSORS_DATA]
  240 root      0:00 [SENSORS_CMD]
  241 root      0:00 [SENSORS_DCI]
  242 root      0:00 [SENSORS_DCI_CMD]
  243 root      0:00 [DIAG_CTRL+DIAG_]
  244 root      0:00 [DIAG_DATA]
  245 root      0:00 [DIAG_CMD]
  246 root      0:00 [DIAG_DCI_DATA]
  247 root      0:00 [DIAG_DCI_CMD]
  248 root      0:00 [CDSP_CNTL+CDSP_]
  249 root      0:00 [CDSP_DATA]
  250 root      0:00 [CDSP_CMD]
  251 root      0:00 [CDSP_DCI]
  252 root      0:00 [CDSP_DCI_CMD]
  253 root      0:00 [NPU_CNTL+NPU_CN]
  254 root      0:00 [NPU_DATA]
  255 root      0:00 [NPU_CMD]
  256 root      0:00 [NPU_DCI]
  257 root      0:00 [NPU_DCI_CMD]
  258 root      0:00 [DIAG_RPMSG_DIAG]
  259 root      0:00 [DIAG_RPMSG_DIAG]
  260 root      0:00 [DIAG_RPMSG_DIAG]
  261 root      0:00 [DIAG_RPMSG_DIAG]
  262 root      0:00 [DIAG_RPMSG_DIAG]
  263 root      0:00 [DIAG_RPMSG_DIAG]
  264 root      0:00 [DIAG_RPMSG_DIAG]
  265 root      0:00 [DIAG_RPMSG_DIAG]
  266 root      0:00 [DIAG_RPMSG_DIAG]
  267 root      0:00 [DIAG_RPMSG_DIAG]
  268 root      0:00 [DIAG_RPMSG_APPS]
  269 root      0:00 [DIAG_RPMSG_APPS]
  270 root      0:00 [DIAG_RPMSG_DIAG]
  271 root      0:00 [DIAG_RPMSG_DIAG]
  272 root      0:00 [DIAG_RPMSG_DIAG]
  273 root      0:00 [DIAG_RPMSG_DIAG]
  274 root      0:00 [DIAG_RPMSG_DIAG]
  275 root      0:00 [DIAG_RPMSG_DIAG]
  276 root      0:00 [DIAG_RPMSG_DIAG]
  277 root      0:00 [DIAG_RPMSG_DIAG]
  278 root      0:00 [kgsl-workqueue]
  279 root      0:00 [kworker/u16:2+W]
  280 root      0:00 [kgsl-mementry]
  281 root      0:00 [kworker/u16:3+S]
  283 root      0:00 [kgsl_worker_thr]
  285 root      0:00 [irq/129-arm-smm]
  286 root      0:00 [irq/130-arm-smm]
  287 root      0:00 [kgsl-events]
  288 root      0:00 [kgsl_devfreq_wq]
  289 root      0:00 [qseecom-unreg-l]
  290 root      0:00 [qseecom-unload-]
  291 root      0:00 [qcrypto_seq_res]
  292 root      0:00 [spi7]
  293 root      0:00 [bond0]
  297 root      0:00 [k_ipa_usb]
  300 root      0:00 [irq/263-NVT-ts]
  301 root      0:00 [irq/264-soc:fpc]
  302 root      0:00 [irq/265-hall-sw]
  303 root      0:00 [msm_vidc_worker]
  304 root      0:00 [pm_workerq_venu]
  305 root      0:00 [kworker/0:1H-nv]
  306 root      0:00 [irq/107-arm-smm]
  307 root      0:00 [irq/108-arm-smm]
  308 root      0:00 [irq/109-arm-smm]
  309 root      0:00 [irq/110-arm-smm]
  310 root      0:00 [irq/111-arm-smm]
  311 root      0:00 [irq/112-arm-smm]
  312 root      0:00 [irq/113-arm-smm]
  313 root      0:00 [irq/114-arm-smm]
  314 root      0:00 [msm_cci_wq]
  315 root      0:00 [msm_cci_wq]
  316 root      0:00 [msm_cpp_workque]
  318 root      0:00 [irq/266-chg-err]
  319 root      0:00 [irq/267-chg-sta]
  321 root      0:00 [irq/271-otg-fai]
  322 root      0:00 [kworker/u16:8-e]
  324 root      0:00 [irq/272-otg-ove]
  325 root      0:00 [irq/273-otg-oc-]
  326 root      0:00 [irq/274-testmod]
  327 root      0:00 [irq/275-bat-tem]
  328 root      0:00 [irq/276-bat-ocp]
  329 root      0:00 [irq/277-bat-ov]
  330 root      0:00 [irq/278-bat-low]
  331 root      0:00 [irq/279-bat-the]
  332 root      0:00 [irq/280-bat-ter]
  333 root      0:00 [irq/281-usbin-c]
  334 root      0:00 [irq/282-usbin-l]
  335 root      0:00 [irq/283-usbin-u]
  336 root      0:00 [irq/284-usbin-o]
  337 root      0:00 [irq/285-usbin-p]
  338 root      0:00 [irq/286-usbin-s]
  339 root      0:00 [irq/287-usbin-i]
  340 root      0:00 [irq/288-type-c-]
  341 root      0:00 [irq/289-dcin-co]
  342 root      0:00 [irq/290-dcin-lt]
  343 root      0:00 [irq/291-dcin-uv]
  344 root      0:00 [irq/292-dcin-ov]
  345 root      0:00 [irq/293-dcin-pl]
  346 root      0:00 [irq/294-div2-en]
  347 root      0:00 [irq/295-dcin-ic]
  348 root      0:00 [irq/297-wdog-ba]
  349 root      0:00 [irq/298-aicl-fa]
  350 root      0:00 [irq/299-aicl-do]
  351 root      0:00 [irq/300-high-du]
  352 root      0:00 [irq/301-input-c]
  353 root      0:00 [irq/302-tempera]
  354 root      0:00 [irq/303-switche]
  355 root      0:00 [irq/181-qcom,te]
  356 root      0:00 [irq/212-qcom,te]
  357 root      0:00 [irq/244-limits_]
  358 root      0:00 [irq/245-limits_]
  359 root      0:00 [irq/205-bcl-hig]
  360 root      0:00 [irq/207-bcl-low]
  361 root      0:00 [kworker/1:1H]
  362 root      0:00 [kworker/2:1H]
  363 root      0:00 [kworker/3:1H]
  364 root      0:00 [kworker/4:1H]
  365 root      0:00 [kworker/5:1H]
  366 root      0:00 [kworker/6:1H]
  367 root      0:00 [kworker/7:1H]
  368 root      0:00 [dm_bufio_cache]
  369 root      0:00 [kworker/u16:10-]
  370 root      0:00 [cds_recovery_wo]
  371 root      0:00 [memlat_wq]
  372 root      0:00 [irq/26-c0c4000.]
  373 root      0:00 [irq/25-mmc0]
  374 root      0:00 [irq/88-arm-smmu]
  375 root      0:00 [uaudio_svc]
  376 root      0:00 [apr_driver]
  379 root      0:00 [kworker/1:1-eve]
  380 root      0:00 [kworker/2:1-eve]
  381 root      0:00 [kworker/3:1-eve]
  382 root      0:00 [kworker/4:1-eve]
  383 root      0:00 [kworker/5:1-eve]
  384 root      0:00 [kworker/6:1-eve]
  385 root      0:00 [kworker/7:1-eve]
  386 root      0:00 [kworker/0:5-eve]
  387 root      0:00 [mmc_complete]
  388 root      0:00 [ipv6_addrconf]
  389 root      0:00 [sdhci_msm_pm_qo]
  395 root      0:00 [irq/197-sig-tx]
  396 root      0:00 [irq/198-sig-rx]
  397 root      0:00 [irq/28-c084000.]
  398 root      0:00 [irq/305-soc-upd]
  399 root      0:00 [irq/306-soc-rea]
  400 root      0:00 [irq/307-bsoc-de]
  401 root      0:00 [irq/308-msoc-de]
  402 root      0:00 [irq/309-msoc-lo]
  403 root      0:00 [irq/310-msoc-em]
  404 root      0:00 [irq/311-msoc-hi]
  405 root      0:00 [irq/312-msoc-fu]
  406 root      0:00 [irq/313-vbatt-p]
  407 root      0:00 [irq/314-vbatt-l]
  408 root      0:00 [irq/315-esr-del]
  409 root      0:00 [irq/316-batt-mi]
  410 root      0:00 [irq/317-batt-te]
  411 root      0:00 [irq/318-ima-rdy]
  412 root      0:00 [irq/319-mem-xcp]
  413 root      0:00 [irq/320-dma-gra]
  414 root      0:00 [irq/27-mmc1]
  416 root      0:00 [kworker/0:8-mm_]
  417 root      0:00 [irq/204-thr-int]
  418 root      0:00 [mdss_dp_event]
  419 root      0:00 [mdss_dp_hpd]
  420 root      0:00 [irq/151-hs_phy_]
  421 root      0:00 [irq/153-pwr_eve]
  422 root      0:00 [irq/152-ss_phy_]
  423 root      0:00 [usb_bam_wq]
  424 root      0:00 [hdcp_1x_1]
  425 root      0:00 [hdcp_tz_lib]
  426 root      0:00 [dp_hdcp2p2]
  427 root      0:00 [core_ctl/0]
  428 root      0:00 [core_ctl/4]
  431 root      0:00 [rq_stats]
  432 root      0:00 [cdsprm-wq]
  433 root      0:00 [cdsprm-wq-delay]
  434 root      0:00 [irq/89-arm-smmu]
  435 root      0:00 [irq/90-arm-smmu]
  436 root      0:00 [irq/91-arm-smmu]
  437 root      0:00 [irq/92-arm-smmu]
  438 root      0:00 [irq/134-arm-smm]
  439 root      0:00 [irq/135-arm-smm]
  440 root      0:00 [irq/136-arm-smm]
  441 root      0:00 [irq/137-arm-smm]
  442 root      0:00 [irq/138-arm-smm]
  443 root      0:00 [irq/139-arm-smm]
  444 root      0:00 [irq/140-arm-smm]
  445 root      0:00 [irq/321-c084000]
  446 root      0:00 [irq/141-arm-smm]
  447 root      0:00 [irq/142-arm-smm]
  448 root      0:00 [sb-3]
  449 root      0:00 [ngd_rx_thread3]
  450 root      0:00 [ngd_notify_sl3]
  452 root      0:00 [irq/228-qpnp_fl]
  453 root      0:00 [irq/227-qpnp_fl]
  454 root      0:00 [irq/226-qpnp_fl]
  455 root      0:00 [clnt_req]
  456 root      0:00 [clnt_req]
  492 root      0:00 [kworker/u16:4-r]
  511 root      0:00 [kworker/0:0-eve]
  555 root      0:00 ps -A
