PID   USER     TIME  COMMAND
    1 root      0:00 bash /init
  196 root      0:00 [kworker/5:1-eve]
  197 root      0:00 [kworker/6:1-eve]
  198 root      0:00 [kworker/7:1-eve]
  199 root      0:00 [mem_share_svc]
  200 root      0:00 [hwrng]
  202 root      0:00 [diag_real_time_]
  203 root      0:00 [diag_wq]
  204 root      0:00 [DIAG_USB_diag]
  205 root      0:00 [diag_cntl_wq]
  206 root      0:00 [diag_dci_wq]
  207 root      0:00 [MODEM_CNTL]
  208 root      0:00 [MODEM_DATA]
  209 root      0:00 [MODEM_CMD]
  210 root      0:00 [MODEM_DCI]
  211 root      0:00 [MODEM_DCI_CMD]
  212 root      0:00 [LPASS_CNTL]
  213 root      0:00 [LPASS_DATA]
  214 root      0:00 [LPASS_CMD]
  215 root      0:00 [LPASS_DCI]
  216 root      0:00 [LPASS_DCI_CMD]
  217 root      0:00 [WCNSS_CNTL]
  218 root      0:00 [WCNSS_DATA]
  219 root      0:00 [WCNSS_CMD]
  220 root      0:00 [WCNSS_DCI]
  221 root      0:00 [WCNSS_DCI_CMD]
  222 root      0:00 [SENSORS_CNTL]
  223 root      0:00 [SENSORS_DATA]
  224 root      0:00 [SENSORS_CMD]
  225 root      0:00 [SENSORS_DCI]
  226 root      0:00 [SENSORS_DCI_CMD]
  227 root      0:00 [DIAG_CTRL+DIAG_]
  228 root      0:00 [DIAG_DATA]
  229 root      0:00 [DIAG_CMD]
  230 root      0:00 [DIAG_DCI_DATA]
  231 root      0:00 [DIAG_DCI_CMD]
  232 root      0:00 [CDSP_CNTL+CDSP_]
  233 root      0:00 [CDSP_DATA]
  234 root      0:00 [CDSP_CMD]
  235 root      0:00 [CDSP_DCI]
  236 root      0:00 [CDSP_DCI_CMD]
  237 root      0:00 [NPU_CNTL+NPU_CN]
  238 root      0:00 [NPU_DATA]
  239 root      0:00 [NPU_CMD]
  240 root      0:00 [NPU_DCI]
  241 root      0:00 [NPU_DCI_CMD]
  242 root      0:00 [DIAG_RPMSG_DIAG]
  243 root      0:00 [DIAG_RPMSG_DIAG]
  244 root      0:00 [DIAG_RPMSG_DIAG]
  245 root      0:00 [DIAG_RPMSG_DIAG]
  246 root      0:00 [DIAG_RPMSG_DIAG]
  247 root      0:00 [DIAG_RPMSG_DIAG]
  248 root      0:00 [DIAG_RPMSG_DIAG]
  249 root      0:00 [DIAG_RPMSG_DIAG]
  250 root      0:00 [DIAG_RPMSG_DIAG]
  251 root      0:00 [DIAG_RPMSG_DIAG]
  252 root      0:00 [DIAG_RPMSG_APPS]
  253 root      0:00 [DIAG_RPMSG_APPS]
  254 root      0:00 [DIAG_RPMSG_DIAG]
  255 root      0:00 [DIAG_RPMSG_DIAG]
  256 root      0:00 [DIAG_RPMSG_DIAG]
  257 root      0:00 [DIAG_RPMSG_DIAG]
  258 root      0:00 [DIAG_RPMSG_DIAG]
  259 root      0:00 [DIAG_RPMSG_DIAG]
  260 root      0:00 [DIAG_RPMSG_DIAG]
  261 root      0:00 [DIAG_RPMSG_DIAG]
  262 root      0:00 [kgsl-workqueue]
  263 root      0:00 [kworker/u16:2+W]
  264 root      0:00 [kgsl-mementry]
  265 root      0:00 [kworker/u16:3+S]
  266 root      0:00 [kworker/u16:4-r]
  267 root      0:00 [kgsl_worker_thr]
  269 root      0:00 [irq/10-arm-smmu]
  270 root      0:00 [irq/9-arm-smmu-]
  271 root      0:00 [irq/10-arm-smmu]
  272 root      0:00 [kgsl-events]
  273 root      0:00 [kgsl_devfreq_wq]
  274 root      0:00 [qseecom-unreg-l]
  275 root      0:00 [qseecom-unload-]
  276 root      0:00 [qcrypto_seq_res]
  297 root      0:00 [spi3]
  298 root      0:00 [spi6]
  299 root      0:00 [msm_vidc_worker]
  300 root      0:00 [pm_workerq_venu]
  301 root      0:00 [irq/35-arm-smmu]
  302 root      0:00 [irq/18-arm-smmu]
  303 root      0:00 [irq/19-arm-smmu]
  304 root      0:00 [irq/17-arm-smmu]
  305 root      0:00 [irq/33-arm-smmu]
  306 root      0:00 [irq/31-arm-smmu]
  307 root      0:00 [irq/32-arm-smmu]
  308 root      0:00 [msm_cci_wq]
  309 root      0:00 [msm_cci_wq]
  310 root      0:00 [msm_cpp_workque]
  311 root      0:00 [irq/135-bcl-lvl]
  312 root      0:00 [irq/136-bcl-lvl]
  313 root      0:00 [irq/137-bcl-lvl]
  314 root      0:00 [dm_bufio_cache]
  315 root      0:00 [memlat_wq]
  316 root      0:00 [irq/70-7824900.]
  317 root      0:00 [irq/69-mmc0]
  318 root      0:00 [esd_check]
  319 root      0:00 [bat_check]
  320 root      0:00 [mmc_complete]
  321 root      0:00 [sdhci_msm_pm_qo]
  322 root      0:00 [kworker/0:1H-kb]
  323 root      0:00 [irq/72-7864900.]
  325 root      0:00 [irq/161-ilitek]
  326 root      0:00 [apr_driver]
  327 root      0:00 [irq/71-mmc1]
  328 root      0:00 [kworker/u16:6-e]
  329 root      0:00 [ipv6_addrconf]
  330 root      0:00 [irq/162-chgr-er]
  332 root      0:00 [irq/163-chg-sta]
  334 root      0:00 [irq/164-7864900]
  335 root      0:00 [kworker/0:5-eve]
  336 root      0:00 [irq/171-otg-fai]
  338 root      0:00 [irq/175-high-du]
  340 root      0:00 [irq/176-input-c]
  342 root      0:00 [irq/178-switche]
  343 root      0:00 [irq/179-bat-tem]
  344 root      0:00 [irq/181-bat-ov]
  345 root      0:00 [irq/182-bat-low]
  346 root      0:00 [irq/183-bat-the]
  347 root      0:00 [irq/184-bat-ter]
  348 root      0:00 [irq/187-usbin-c]
  349 root      0:00 [irq/188-usbin-v]
  350 root      0:00 [irq/189-usbin-u]
  351 root      0:00 [irq/190-usbin-o]
  352 root      0:00 [irq/191-usbin-p]
  353 root      0:00 [irq/193-usbin-s]
  354 root      0:00 [irq/194-usbin-i]
  355 root      0:00 [irq/195-typec-o]
  356 root      0:00 [irq/197-typec-c]
  357 root      0:00 [irq/198-typec-v]
  358 root      0:00 [irq/200-typec-a]
  359 root      0:00 [irq/201-typec-l]
  360 root      0:00 [irq/203-wdog-sn]
  361 root      0:00 [irq/204-wdog-ba]
  362 root      0:00 [irq/206-aicl-do]
  363 root      0:00 [irq/207-smb-en]
  364 root      0:00 [irq/209-temp-ch]
  365 root      0:00 [irq/211-flash-s]
  366 root      0:00 [irq/213-ilim2-s]
  367 root      0:00 [irq/216-qg-vbat]
  368 root      0:00 [irq/217-qg-vbat]
  369 root      0:00 [irq/218-qg-fifo]
  370 root      0:00 [irq/219-qg-good]
  371 root      0:00 [irq/94-qcom,tem]
  372 root      0:00 [irq/126-qcom,te]
  373 root      0:00 [irq/125-thr-int]
  374 root      0:00 [core_ctl/4]
  375 root      0:00 [core_ctl/0]
  378 root      0:00 [rq_stats]
  379 root      0:00 [bam_dmux_rx]
  380 root      0:00 [bam_dmux_tx]
  381 root      0:00 [irq/30-arm-smmu]
  382 root      0:00 [irq/141-qpnp_fl]
  383 root      0:00 [irq/140-qpnp_fl]
  384 root      0:00 [irq/139-qpnp_fl]
  392 root      0:00 [usb_bam_wq]
  398 root      0:00 [mmc_complete]
  399 root      0:00 [kworker/u17:1]
  400 root      0:00 [sdhci_msm_pm_qo]
  414 root      0:00 [kworker/0:0-mm_]
  427 root      0:00 [kworker/0:2-eve]
  480 root      0:00 ps -A
